All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID
02/12/2018,Newell Brands Inc. (NasdaqGS:NWL),NasdaqGS:NWL,Investor Activism,Settled,-,Starboard Value LP,-,IQTR552656069
02/12/2018,Minfocus Exploration Corp. (TSXV:MFX),TSXV:MFX,Investor Activism,Announced,-,Greenbank Capital Inc (OTCPK:GRNB.F),-,IQTR552677285
02/12/2018,"Amber Road, Inc. (NYSE:AMBR)",NYSE:AMBR,Investor Activism,Withdrawn,-,"E2open, LLC",-,IQTR557896732
02/12/2018,"Grupo Aeroportuario del Sureste, S. A. B. de C. V. (BMV:ASUR B)",BMV:ASUR B,Investor Activism,Announced,-,Standard Life Aberdeen plc (LSE:SLA),-,IQTR605823153
02/09/2018,Alexandria Minerals Corporation (TSXV:AZX),TSXV:AZX,Investor Activism,Unsuccessful,-,NHP Asset Management AG,-,IQTR552464612
02/09/2018,Booker Group PLC,-,Investor Activism,Unsuccessful,-,Sandell Asset Management Corp.,-,IQTR578509481
02/08/2018,Madison Strategic Sector Premium Fund,-,Investor Activism,Settled,-,Karpus Management Inc.,-,IQTR552269555
02/08/2018,"Safeguard Scientifics, Inc. (NYSE:SFE)",NYSE:SFE,Investor Activism,Settled,-,"Sierra Capital Investment Partners, Inc.",-,IQTR552365045
02/08/2018,"Daiichi Kigenso Kagaku Kogyo Co., Ltd. (TSE:4082)",TSE:4082,Investor Activism,Announced,-,"SPARX Asset Management Co., Ltd.",-,IQTR598555577
02/07/2018,SUPERVALU INC.,-,Investor Activism,Settled,-,Blackwells Capital LLC,-,IQTR552078779
02/07/2018,"Perry Ellis International, Inc.",-,Investor Activism,Settled,-,-,-,IQTR552249764
02/06/2018,Arcturus Therapeutics Ltd. (NasdaqGM:ARCT),NasdaqGM:ARCT,Investor Activism,Successful,-,-,-,IQTR552088628
02/05/2018,"Coastway Bancorp, Inc.",-,Investor Activism,Announced,-,Veteri Place Corporation,-,IQTR551833404
02/05/2018,"Babcock & Wilcox Enterprises, Inc. (NYSE:BW)",NYSE:BW,Investor Activism,Settled,-,Steel Partners LLC,-,IQTR551888413
02/05/2018,"Ben Franklin Financial, Inc. (OTCPK:BFFI)",OTCPK:BFFI,Investor Activism,Announced,-,Stilwell Value LLC,-,IQTR551890979
02/05/2018,"NTN Buzztime, Inc. (AMEX:NTN)",AMEX:NTN,Investor Activism,Unsuccessful,-,-,-,IQTR551925594
02/05/2018,Lattice Semiconductor Corporation (NasdaqGS:LSCC),NasdaqGS:LSCC,Investor Activism,Settled,-,Lion Point Capital,-,IQTR576062984
02/05/2018,OneSpan Inc. (NasdaqCM:OSPN),NasdaqCM:OSPN,Investor Activism,Announced,-,"Ancora Advisors, LLC",-,IQTR601104967
02/02/2018,Tenet Healthcare Corporation (NYSE:THC),NYSE:THC,Investor Activism,Settled,-,"Glenview Capital Management, LLC",-,IQTR551541901
02/02/2018,Metgasco Limited (ASX:MEL),ASX:MEL,Investor Activism,Unsuccessful,-,M&A Advisory Pty Ltd.,-,IQTR559563739
02/02/2018,PAR Technology Corporation (NYSE:PAR),NYSE:PAR,Investor Activism,Successful,-,Voss Capital LLC,-,IQTR559749009
01/31/2018,Monotype Imaging Holdings Inc. (NasdaqGS:TYPE),NasdaqGS:TYPE,Investor Activism,Unsuccessful,-,Starboard Value LP,-,IQTR551177124
01/31/2018,Cardtronics plc (NasdaqGS:CATM),NasdaqGS:CATM,Investor Activism,Successful,-,Hudson Executive Capital LP,-,IQTR576164091
01/30/2018,Brunswick Corporation (NYSE:BC),NYSE:BC,Investor Activism,Announced,-,"Owl Creek Asset Management, L.P.",-,IQTR551055681
01/30/2018,Rapier Gold Inc.,-,Investor Activism,Announced,-,-,-,IQTR551070309
01/30/2018,"Keweenaw Land Association, Limited (OTCPK:KEWL)",OTCPK:KEWL,Investor Activism,Successful,-,"Cornwall Capital Management, LP",-,IQTR551072335
01/29/2018,"A10 Networks, Inc. (NYSE:ATEN)",NYSE:ATEN,Investor Activism,Settled,-,"Viex Capital Advisors, LLC",-,IQTR550953656
01/29/2018,Condor Blanco Mines Limited,-,Investor Activism,Withdrawn,-,-,-,IQTR551017052
01/29/2018,"ILG, LLC",-,Investor Activism,Withdrawn,-,FrontFour Capital Group LLC,-,IQTR551065303
01/29/2018,Antero Resources Corporation (NYSE:AR),NYSE:AR,Investor Activism,Announced,-,SailingStone Capital Partners LLC,-,IQTR576163192
01/26/2018,"National CineMedia, Inc. (NasdaqGS:NCMI)",NasdaqGS:NCMI,Investor Activism,Settled,-,Standard General L.P.,-,IQTR550781144
01/26/2018,Stewart Information Services Corporation (NYSE:STC),NYSE:STC,Investor Activism,Unsuccessful,-,Starboard Value LP,-,IQTR550781610
01/26/2018,Resolute Energy Corporation,-,Investor Activism,Settled,-,Monarch Alternative Capital LP,-,IQTR551832722
01/26/2018,Sky Limited,-,Investor Activism,Announced,-,Elliott Management Corporation,-,IQTR576870078
01/25/2018,eSense-Lab Limited (ASX:ESE),ASX:ESE,Investor Activism,Announced,-,Buzz Capital Pty Ltd,-,IQTR550594503
01/24/2018,"Navigant Consulting, Inc. (NYSE:NCI)",NYSE:NCI,Investor Activism,Settled,-,"Engine Capital Management, LLC",-,IQTR550490804
01/24/2018,Antero Resources Corporation (NYSE:AR),NYSE:AR,Investor Activism,Announced,-,Chapter IV Investors,-,IQTR600468173
01/24/2018,Com2uS Corporation (KOSDAQ:A078340),KOSDAQ:A078340,Investor Activism,Announced,-,"KB Asset Management Co., Ltd.",-,IQTR605421525
01/23/2018,"Avid Technology, Inc. (NasdaqGS:AVID)",NasdaqGS:AVID,Investor Activism,Settled,-,"Cove Street Capital, LLC",-,IQTR554131376
01/23/2018,Nestlé S.A. (SWX:NESN),SWX:NESN,Investor Activism,Announced,-,Third Point LLC,-,IQTR555532943
01/22/2018,"Insignia Systems, Inc. (NasdaqCM:ISIG)",NasdaqCM:ISIG,Investor Activism,Settled,-,"Air T, Inc. (NasdaqCM:AIRT)",-,IQTR550314257
01/22/2018,"Microwave Filter Company, Inc. (OTCPK:MFCO)",OTCPK:MFCO,Investor Activism,Withdrawn,-,-,-,IQTR567312267
01/22/2018,"Aizawa Securities Co., Ltd. (TSE:8708)",TSE:8708,Investor Activism,Announced,-,Dalton Investments LLC,-,IQTR598553487
01/19/2018,"Lowe's Companies, Inc. (NYSE:LOW)",NYSE:LOW,Investor Activism,Settled,-,"D. E. Shaw & Co., L.P.",-,IQTR568748488
01/19/2018,"Prospect Co., Ltd. (TSE:3528)",TSE:3528,Investor Activism,Announced,-,"Prospect Asset Management, Inc.",-,IQTR598564778
01/18/2018,StealthGas Inc. (NasdaqGS:GASS),NasdaqGS:GASS,Investor Activism,Announced,-,Global Value Investment Corp,-,IQTR549953943
01/18/2018,"Applied Energetics, Inc. (OTCPK:AERG)",OTCPK:AERG,Investor Activism,Announced,-,Oak Tree Asset Management Ltd.,-,IQTR550085284
01/18/2018,"GMO Internet, Inc. (TSE:9449)",TSE:9449,Investor Activism,Successful,-,Oasis Management Company Ltd.,-,IQTR570273082
01/18/2018,The AES Corporation (NYSE:AES),NYSE:AES,Investor Activism,Successful,-,ValueAct Capital Management L.P.,-,IQTR600944045
01/17/2018,Xerox Corporation (NYSE:XRX),NYSE:XRX,Investor Activism,Settled,-,-,-,IQTR549834363
01/17/2018,Whitbread PLC (LSE:WTB),LSE:WTB,Investor Activism,Announced,-,Sachem Head LP,-,IQTR567398376
01/17/2018,"Keihanshin Building Co., Ltd. (TSE:8818)",TSE:8818,Investor Activism,Announced,-,"Strategic Capital, Inc.",-,IQTR587205336
01/17/2018,"Heiwa Real Estate Co., Ltd. (TSE:8803)",TSE:8803,Investor Activism,Announced,-,Misaki Capital Inc.,-,IQTR598570251
01/17/2018,"Maeda Kosen Co., Ltd. (TSE:7821)",TSE:7821,Investor Activism,Announced,-,Misaki Capital Inc.,-,IQTR598571363
01/16/2018,Bezeq The Israel Telecommunication Corporation Limited (TASE:BEZQ),TASE:BEZQ,Investor Activism,Announced,-,Elliott Advisors (UK) Limited,-,IQTR549832740
01/15/2018,East Asia Minerals Corporation (TSXV:EAS),TSXV:EAS,Investor Activism,Announced,-,-,-,IQTR550081154
01/12/2018,THC Global Group Limited (ASX:THC),ASX:THC,Investor Activism,Successful,-,-,-,IQTR549265300
01/12/2018,GKN Limited,-,Investor Activism,Announced,-,Melrose Industries PLC (LSE:MRO); Elliott Advisors (UK) Limited,-,IQTR549877335
01/12/2018,"Harte Hanks, Inc. (NYSE:HHS)",NYSE:HHS,Investor Activism,Announced,-,Fondren Management LP,-,IQTR553085983
01/11/2018,Gem International Resources Inc. (OTCPK:GEMI.F),OTCPK:GEMI.F,Investor Activism,Successful,-,Mosman  Oil and Gas Limited (AIM:MSMN),-,IQTR549351967
01/10/2018,China Auto Logistics Inc. (OTCPK:CALI),OTCPK:CALI,Investor Activism,Announced,-,Barna Capital Group Ltd,-,IQTR549041056
01/10/2018,Union Bankshares Corporation (NasdaqGS:UBSH),NasdaqGS:UBSH,Investor Activism,Announced,-,"CapGen Capital Advisers, LLC",-,IQTR549191402
01/10/2018,Innotech Corporation (TSE:9880),TSE:9880,Investor Activism,Announced,-,"Reno Co., Ltd.",-,IQTR592362679
01/10/2018,Futaba Corporation (TSE:6986),TSE:6986,Investor Activism,Announced,-,"Brandes Investment Partners, L.P.",-,IQTR598571280
01/10/2018,The Stars Group Inc. (TSX:TSGI),TSX:TSGI,Investor Activism,Settled,-,Discovery Key Investments Limited,-,IQTR610958967
01/08/2018,Quintis Ltd (OTCPK:TFSC.F),OTCPK:TFSC.F,Investor Activism,Announced,-,-,-,IQTR548721652
01/08/2018,"Mellanox Technologies, Ltd. (NasdaqGS:MLNX)",NasdaqGS:MLNX,Investor Activism,Settled,-,Starboard Value LP,-,IQTR548746952
01/08/2018,"Coastway Bancorp, MHC",-,Investor Activism,Announced,-,-,-,IQTR548808779
01/08/2018,Apple Inc. (NasdaqGS:AAPL),NasdaqGS:AAPL,Investor Activism,Announced,-,The California State Teachers Employees' Retirement System; JANA Partners LLC,-,IQTR551531402
01/08/2018,Ablynx NV,-,Investor Activism,Announced,-,Van Herk Investments B.V.,-,IQTR612051881
01/05/2018,Toei Reefer Line Ltd.,-,Investor Activism,Announced,-,"JET8 Co., Ltd.",-,IQTR596187105
01/03/2018,"Casey's General Stores, Inc. (NasdaqGS:CASY)",NasdaqGS:CASY,Investor Activism,Announced,-,"JCP Investment Management, LLC",-,IQTR578211014
01/02/2018,"STRATA Skin Sciences, Inc. (NasdaqCM:SSKN)",NasdaqCM:SSKN,Investor Activism,Announced,-,"Sabby Management, LLC",-,IQTR548260288
12/29/2017,Whitestone REIT (NYSE:WSR),NYSE:WSR,Investor Activism,Successful,-,"KBS Strategic Opportunity REIT, Inc.",-,IQTR548036624
12/29/2017,"Aviragen Therapeutics, Inc.",-,Investor Activism,Settled,-,"East Hill Management Company, LLC",-,IQTR548049057
12/27/2017,"Kindred Healthcare, LLC",-,Investor Activism,Announced,-,"Brigade Capital Management, LP",-,IQTR551464850
12/27/2017,"Ahkun Co., Ltd. (TSE:3927)",TSE:3927,Investor Activism,Announced,-,"Izumi Capital Co., Ltd.",-,IQTR587204520
12/27/2017,"NuFlare Technology, Inc. (JASDAQ:6256)",JASDAQ:6256,Investor Activism,Announced,-,Toshiba Corporation (TSE:6502),-,IQTR601238066
12/27/2017,"Nishishiba Electric Co., Ltd. (TSE:6591)",TSE:6591,Investor Activism,Announced,-,Toshiba Corporation Infrastructure Systems & Solutions Company,-,IQTR606988580
12/26/2017,"Masuda Flour Milling Co.,Ltd.",-,Investor Activism,Successful,-,"Nitto Fuji Flour Milling Co., Ltd. (TSE:2003)",-,IQTR606140084
12/26/2017,"Moriroku Holdings Company, Ltd. (TSE:4249)",TSE:4249,Investor Activism,Announced,-,"Mitsui & Co., Ltd. (TSE:8031)",-,IQTR606985612
12/25/2017,"Oki Electric Cable Co., Ltd.",-,Investor Activism,Successful,-,"Oki Electric Industry Co., Ltd. (TSE:6703)",-,IQTR606986757
12/22/2017,Anteo Diagnostics Limited (ASX:ADO),ASX:ADO,Investor Activism,Announced,-,First Cape Management Pty Ltd.; Austcorp No. 190 Pty Ltd,-,IQTR547415947
12/21/2017,Front Yard Residential Corporation (NYSE:RESI),NYSE:RESI,Investor Activism,Withdrawn,-,"Snow Park Capital Partners, LP",-,IQTR547493131
12/21/2017,"Fuji Kiko Co., Ltd.",-,Investor Activism,Successful,-,JTEKT Corporation (TSE:6473),-,IQTR603358667
12/21/2017,"Kuroda Electric Co., Ltd.",-,Investor Activism,Successful,-,-,-,IQTR606992302
12/20/2017,Aegean Marine Petroleum Network Inc.,-,Investor Activism,Settled,-,-,-,IQTR547236844
12/20/2017,Panda Green Energy Group Limited (SEHK:686),SEHK:686,Investor Activism,Announced,-,Esplanade Capital,-,IQTR547237611
12/20/2017,"Wheeler Real Estate Investment Trust, Inc. (NasdaqCM:WHLR)",NasdaqCM:WHLR,Investor Activism,Successful,-,Westport Capital Partners LLC,-,IQTR547317220
12/20/2017,Uniper SE (XTRA:UN01),XTRA:UN01,Investor Activism,Announced,-,Knight Vinke Asset Management L.L.C.,-,IQTR593277649
12/20/2017,China Internet Nationwide Financial Services Inc. (NasdaqGM:CIFS),NasdaqGM:CIFS,Investor Activism,Announced,-,-,-,IQTR608721649
12/18/2017,Regional Management Corp. (NYSE:RM),NYSE:RM,Investor Activism,Settled,-,"Basswood Capital Management, L.L.C.",-,IQTR546927667
12/15/2017,"Alaska Communications Systems Group, Inc. (NasdaqGS:ALSK)",NasdaqGS:ALSK,Investor Activism,Settled,-,-,-,IQTR546743187
12/15/2017,"Akamai Technologies, Inc. (NasdaqGS:AKAM)",NasdaqGS:AKAM,Investor Activism,Successful,-,Elliott Management Corporation,-,IQTR546944487
12/15/2017,Mediaset S.p.A. (BIT:MS),BIT:MS,Investor Activism,Announced,-,Amber Capital LP,-,IQTR606689619
12/15/2017,"Yusen Logistics Co., Ltd.",-,Investor Activism,Successful,-,Nippon Yusen Kabushiki Kaisha (TSE:9101),-,IQTR606991077
12/14/2017,Potbelly Corporation (NasdaqGS:PBPB),NasdaqGS:PBPB,Investor Activism,Settled,-,"Privet Fund Management, LLC",-,IQTR546646001
12/14/2017,Hess Corporation (NYSE:HES),NYSE:HES,Investor Activism,Withdrawn,-,Elliott Management Corporation,-,IQTR547746223
12/14/2017,Restar Holdings Corporation (TSE:3156),TSE:3156,Investor Activism,Announced,-,Office Support Co. Ltd.,-,IQTR587205740
12/14/2017,Avex Inc. (TSE:7860),TSE:7860,Investor Activism,Announced,-,Dalton Investments LLC,-,IQTR601237147
12/14/2017,"SLD Entertainment, Inc. (JASDAQ:3223)",JASDAQ:3223,Investor Activism,Announced,-,"DD Holdings Co.,Ltd. (TSE:3073)",-,IQTR604531564
12/13/2017,Tennant Company (NYSE:TNC),NYSE:TNC,Investor Activism,Announced,-,PrimeStone Capital LLP,-,IQTR546523413
12/12/2017,"Nuance Communications, Inc. (NasdaqGS:NUAN)",NasdaqGS:NUAN,Investor Activism,Successful,-,Neuberger Berman Group LLC,-,IQTR546414260
12/12/2017,"Babcock & Wilcox Enterprises, Inc. (NYSE:BW)",NYSE:BW,Investor Activism,Settled,-,"Vintage Capital Management, LLC",-,IQTR546471797
12/12/2017,Asatsu-DK Inc.,-,Investor Activism,Successful,-,"Bcpe Madison Cayman, L.P.",-,IQTR604530391
12/11/2017,Xerox Corporation (NYSE:XRX),NYSE:XRX,Investor Activism,Settled,-,Icahn Capital LP,-,IQTR546272164
12/11/2017,"Wayne Savings Bancshares, Inc. (OTCPK:WAYN)",OTCPK:WAYN,Investor Activism,Settled,-,"Ancora Advisors, LLC",-,IQTR546376578
12/11/2017,Toshiba Corporation (TSE:6502),TSE:6502,Investor Activism,Announced,-,Argyle Street Management Limited,-,IQTR547613404
12/11/2017,NXP Semiconductors N.V. (NasdaqGS:NXPI),NasdaqGS:NXPI,Investor Activism,Settled,-,Elliott Management Corporation,-,IQTR551562658
12/11/2017,"MB Bancorp, Inc. (OTCPK:MBCQ)",OTCPK:MBCQ,Investor Activism,Settled,-,-,-,IQTR557509087
12/08/2017,UTStarcom Holdings Corp. (NasdaqGS:UTSI),NasdaqGS:UTSI,Investor Activism,Announced,-,"TongDing Group Co., Ltd.",-,IQTR546224957
12/08/2017,"Medikit Co., Ltd. (JASDAQ:7749)",JASDAQ:7749,Investor Activism,Announced,-,United Managers Japan Incorporated,-,IQTR587204777
12/08/2017,United Managers Japan Incorporated,-,Investor Activism,Announced,-,"Medikit Co., Ltd. (JASDAQ:7749)",-,IQTR595003734
12/07/2017,Sears Holdings Corporation (OTCPK:SHLD.Q),OTCPK:SHLD.Q,Investor Activism,Announced,-,Memento A/s,-,IQTR546086632
12/07/2017,Immersion Corporation (NasdaqGS:IMMR),NasdaqGS:IMMR,Investor Activism,Settled,-,"Viex Capital Advisors, LLC",-,IQTR546098508
12/06/2017,"Sanki Engineering Co., Ltd. (TSE:1961)",TSE:1961,Investor Activism,Announced,-,"Brandes Investment Partners, L.P.",-,IQTR601283840
12/06/2017,Topcon Corporation (TSE:7732),TSE:7732,Investor Activism,Announced,-,"Taiyo Pacific Partners, LP",-,IQTR605994330
12/05/2017,Van Elle Holdings plc (AIM:VANL),AIM:VANL,Investor Activism,Unsuccessful,-,-,-,IQTR545720887
12/05/2017,"Cornerstone OnDemand, Inc. (NasdaqGS:CSOD)",NasdaqGS:CSOD,Investor Activism,Announced,-,"RGM Capital, LLC",-,IQTR545752850
12/05/2017,"Cartesian, Inc.",-,Investor Activism,Announced,-,"Elutions, Inc.",-,IQTR545767557
12/05/2017,Afarak Group Oyj (HLSE:AFAGR),HLSE:AFAGR,Investor Activism,Announced,-,Kermas Resources Limited,-,IQTR545839685
12/05/2017,Toei Reefer Line Ltd.,-,Investor Activism,Announced,-,Office Support Co. Ltd.,-,IQTR606276053
12/04/2017,"Rubicon Technology, Inc. (NasdaqCM:RBCN)",NasdaqCM:RBCN,Investor Activism,Announced,-,"Sententia Capital Management, LLC",-,IQTR545659275
12/04/2017,Immersion Corporation (NasdaqGS:IMMR),NasdaqGS:IMMR,Investor Activism,Settled,-,"Raging Capital Management, LLC",-,IQTR545702893
12/01/2017,Genetic Technologies Limited (ASX:GTG),ASX:GTG,Investor Activism,Successful,-,Security & Equity Resources Limited; Irwin Biotech Nominees Pty Ltd; MJGD Nominees Pty Ltd,-,IQTR546536074
11/28/2017,"FSB Bancorp, Inc. (NasdaqCM:FSBC)",NasdaqCM:FSBC,Investor Activism,Announced,-,-,-,IQTR545099269
11/28/2017,USG Corporation,-,Investor Activism,Settled,-,Gebr. Knauf KG.,-,IQTR557586104
11/28/2017,CA Immobilien Anlagen AG (WBAG:CAI),WBAG:CAI,Investor Activism,Announced,-,Petrus Advisers LLP,-,IQTR610771510
11/27/2017,Consolidated-Tomoka Land Co. (AMEX:CTO),AMEX:CTO,Investor Activism,Unsuccessful,-,"Wintergreen Advisers, LLC",-,IQTR545054756
11/27/2017,Aberdeen Total Dynamic Dividend Fund (NYSE:AOD),NYSE:AOD,Investor Activism,Unsuccessful,-,"Saba Capital Management, L.P.",-,IQTR545094030
11/27/2017,"Secom Joshinetsu Co., Ltd. (TSE:4342)",TSE:4342,Investor Activism,Announced,-,-,-,IQTR601237485
11/27/2017,"Kyokuto Boeki Kaisha, Ltd. (TSE:8093)",TSE:8093,Investor Activism,Announced,-,"Strategic Capital, Inc.",-,IQTR606985888
11/24/2017,"Katakura Industries Co.,Ltd. (TSE:3001)",TSE:3001,Investor Activism,Announced,-,"Mitsui & Co., Ltd. (TSE:8031)",-,IQTR606988045
11/23/2017,Murray River Organics Group Limited (ASX:MRG),ASX:MRG,Investor Activism,Successful,-,Blbd Pty Ltd,-,IQTR544638943
11/22/2017,"SandRidge Energy, Inc. (NYSE:SD)",NYSE:SD,Investor Activism,Successful,-,Icahn Capital LP,-,IQTR545496899
11/21/2017,Tap Oil Limited (ASX:TAP),ASX:TAP,Investor Activism,Announced,-,Risco Energy Investments Pte Ltd.,-,IQTR544414186
11/21/2017,Eureka Group Holdings Limited (ASX:EGH),ASX:EGH,Investor Activism,Successful,-,Cooper Investors Pty Limited,-,IQTR544503033
11/21/2017,Akasaka Diesels Limited (TSE:6022),TSE:6022,Investor Activism,Announced,-,M&S LLC,-,IQTR606276393
11/21/2017,Convoy Global Holdings Limited,-,Investor Activism,Announced,-,-,-,IQTR612245220
11/20/2017,"SandRidge Energy, Inc. (NYSE:SD)",NYSE:SD,Investor Activism,Successful,-,Fir Tree Partners,-,IQTR544433551
11/20/2017,"Dipexium Pharmaceuticals, Inc.",-,Investor Activism,Announced,-,Park West Asset Management LLC,-,IQTR544436785
11/20/2017,"MassRoots, Inc. (OTCPK:MSRT)",OTCPK:MSRT,Investor Activism,Announced,-,-,-,IQTR544437974
11/20/2017,"HomeStreet, Inc. (NasdaqGS:HMST)",NasdaqGS:HMST,Investor Activism,Unsuccessful,-,"Roaring Blue Lion Capital Management, L.P.",-,IQTR544438759
11/20/2017,Obsidian Energy Ltd. (TSX:OBE),TSX:OBE,Investor Activism,Settled,-,FrontFour Capital Group LLC,-,IQTR544439203
11/20/2017,"Bloomin' Brands, Inc. (NasdaqGS:BLMN)",NasdaqGS:BLMN,Investor Activism,Successful,-,JANA Partners LLC,-,IQTR554615025
11/20/2017,"Kitagawa Industries Co., Ltd.",-,Investor Activism,Announced,-,-,-,IQTR602299496
11/20/2017,Kokusai Chart Corporation (JASDAQ:3956),JASDAQ:3956,Investor Activism,Announced,-,Toshiba Tec Corporation (TSE:6588),-,IQTR602299719
11/17/2017,"Deep Down, Inc. (OTCPK:DPDW)",OTCPK:DPDW,Investor Activism,Announced,-,"Jamaka Capital Management, LLC",-,IQTR544448462
11/17/2017,Lifenet Insurance Company (TSE:7157),TSE:7157,Investor Activism,Announced,-,"Mitsui & Co., Ltd. (TSE:8031)",-,IQTR601261442
11/17/2017,Asanuma Corporation (TSE:1852),TSE:1852,Investor Activism,Announced,-,"Strategic Capital, Inc.",-,IQTR606276232
11/16/2017,"MEDNAX, Inc. (NYSE:MD)",NYSE:MD,Investor Activism,Announced,-,Elliott Management Corporation,-,IQTR544149522
11/16/2017,Kingsgate Consolidated Limited (ASX:KCN),ASX:KCN,Investor Activism,Unsuccessful,-,Metal Tiger plc (AIM:MTR),-,IQTR544676545
11/14/2017,Good Times Restaurants Inc. (NasdaqCM:GTIM),NasdaqCM:GTIM,Investor Activism,Settled,-,"Delta Partners, LP; REIT Redux LP",-,IQTR543690292
11/14/2017,"Ingles Markets, Incorporated (NasdaqGS:IMKT.A)",NasdaqGS:IMKT.A,Investor Activism,Announced,-,"GAMCO Investors, Inc. (NYSE:GBL)",-,IQTR543809099
11/13/2017,Workhorse Group Inc. (NasdaqCM:WKHS),NasdaqCM:WKHS,Investor Activism,Announced,-,-,-,IQTR543556183
11/13/2017,CafePress Inc.,-,Investor Activism,Announced,-,-,-,IQTR543661202
11/13/2017,W-SCOPE Corporation (TSE:6619),TSE:6619,Investor Activism,Announced,-,Taiyo Fund Management Llc,-,IQTR594982409
11/10/2017,London Stock Exchange Group plc (LSE:LSE),LSE:LSE,Investor Activism,Unsuccessful,-,-,-,IQTR547055168
11/10/2017,"Kanda Tsushinki Co., Ltd. (JASDAQ:1992)",JASDAQ:1992,Investor Activism,Announced,-,M&S LLC,-,IQTR606988346
11/09/2017,"Visionaryholdings Co.,Ltd. (JASDAQ:9263)",JASDAQ:9263,Investor Activism,Announced,-,"Japan Ireland Investment Partners; Cayman Capital Management II, Inc.",-,IQTR605999675
11/08/2017,Prothena Corporation plc (NasdaqGS:PRTA),NasdaqGS:PRTA,Investor Activism,Announced,-,Kerrisdale Capital Management LLC,-,IQTR606485782
11/07/2017,Johnston Press plc,-,Investor Activism,Unsuccessful,-,Custos Equity As,-,IQTR542828652
11/07/2017,"Twenty-First Century Fox, Inc.",-,Investor Activism,Announced,-,Comcast Corporation (NasdaqGS:CMCS.A),-,IQTR570748506
11/06/2017,"The Taiwan Fund, Inc. (NYSE:TWN)",NYSE:TWN,Investor Activism,Announced,-,City of London Investment Management Company Limited,-,IQTR542751862
11/06/2017,Kamada Ltd. (TASE:KMDA),TASE:KMDA,Investor Activism,Settled,-,-,-,IQTR542807335
