Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
Sarrault Denise,,,Denise Sarrault,,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Muriel Kallis Newman, 2006",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/128404,,,silk,4/1/2019 8:00:02 AM,1,1986,ca. 1991,1996,128404,Hat,2006.74.10,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Hats,Hat
"Yumi Katsura International Co., Ltd.",,Japanese,"Yumi Katsura International Co., Ltd.",,Japanese,,Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Yumi Katsura, 2006",Japanese,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/129606,,,"a) paper, synthetic; b) paper, synthetic, silk; c, d) synthetic",4/1/2019 8:00:02 AM,1,2005,2005,2005,129606,Dress,2006.374a–d,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dress
"Westwood, Vivienne|McLaren Malcolm",1941      |1946-01-22,"British, born 1941|British, London 1946–2010 Switzerland",Vivienne Westwood|Malcolm McLaren,2041      |2010-04-08,British|British,,Designer|Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Purchase, Richard Martin Bequest and Friends of The Costume Institute Gifts, 2006",British,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/129648,,,cotton,4/1/2019 8:00:02 AM,1,1981,1981,1981,129648,Waistcoat,2006.253.51,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Waistcoat
Jones Stephen,1957,"British, born 1957",Stephen Jones,2057,British,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Alfred Z. Solomon-Janet A. Sloane Endowment Fund, 2006",British,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/129968,,,"silk, synthetic, plastic, cotton",4/1/2019 8:00:02 AM,1,1995,1995,1995,129968,Hat,2006.202,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Hats,Hat
"Grès, Madame",1903,"French, Paris 1903–1993 Var region",Madame Grès (Alix Barton),1993,French,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Thomas L. Kempner, 2006",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/130171,,,silk,4/1/2019 8:00:02 AM,1,1963,ca. 1968,1973,130171,Dress,2006.420.3,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dress
"Grès, Madame",1903,"French, Paris 1903–1993 Var region",Madame Grès (Alix Barton),1993,French,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Thomas L. Kempner, 2006",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/130187,,,silk,4/1/2019 8:00:02 AM,1,1981,ca. 1986,1991,130187,Dress,2006.420.20,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dress
"Saint Laurent Yves|Saint Laurent Yves, Paris",1936      |1961,"French (born Algeria) Oran 1936–2008 Paris|French, founded 1961","Yves Saint Laurent|Yves Saint Laurent, Paris",2008      |9999,French|French,,Designer|Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Thomas L. Kempner, 2006",French,Costume Institute,,,,,,,,,,TRUE,FALSE,http://www.metmuseum.org/art/collection/search/130481,,,silk,4/1/2019 8:00:02 AM,1,1983,fall/winter 1983–84,1984,130481,Evening ensemble,"2006.420.51a, b",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Evening ensemble
Saks Fifth Avenue,1924,"American, founded 1924",Saks Fifth Avenue,9999,American,,Department Store,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Eleanora Eaton Brooks, 1975",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/130676,,,silk,4/1/2019 8:00:02 AM,1,1930,1930s,1939,130676,Slip,1975.138.17,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Undergarment,Slip
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Muriel Kallis Newman, 2008",Turkmen,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/141594,,,"metal, stones",4/1/2019 8:00:02 AM,1,1850,late 19th century,1899,141594,Necklace,2008.190.130,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Necklaces,Necklace
Sant'Angelo Giorgio,1933,"American, born Italy, 1933–1989",Giorgio di Sant'Angelo,1989,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Martin F. Price, 2017",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/142288,,,"synthetic, metal",4/1/2019 8:00:02 AM,1,1969,ca. 1971,1973,142288,Ring,2017.113.36,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Ring
Sant'Angelo Giorgio,1933,"American, born Italy, 1933–1989",Giorgio di Sant'Angelo,1989,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Martin F. Price, 2017",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/143892,,,metal,4/1/2019 8:00:02 AM,1,1966,late 20th century,1989,143892,Belt buckle,2017.113.126,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Belt buckle
Sant'Angelo Giorgio,1933,"American, born Italy, 1933–1989",Giorgio di Sant'Angelo,1989,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Gift of Martin F. Price, 2017",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/145372,,,"synthetic, metal",4/1/2019 8:00:02 AM,1,1967,ca. 1968,1969,145372,Bracelet,2017.113.395,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Bracelets,Bracelet
"Victor, Sally",1905,"American, 1905–1977",Sally Victor,1977,American,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Sally Victor, Inc., 1944",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/155797,,,"wool, synthetic",4/1/2019 8:00:02 AM,1,1936,1936,1936,155797,Hat,2009.300.1117,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Hats,Hat
Arpad Steven,1904,"French, 1904–1999",Steven Arpad,1999,French,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Arpad, 1947",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/155821,,,"silk, leather, wood",4/1/2019 8:00:02 AM,1,1939,1939,1939,155821,Shoe prototype,2009.300.1139,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Model No. 204
,,,,,,,,0,1,0,2,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Adele Simpson, 1945",probably Mexican,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/155843,,,"silk, metal, glass",4/1/2019 8:00:02 AM,1,1876,fourth quarter 19th century,1899,155843,Toreador suit,2009.300.115a–c,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Toreador suit
"Penney Co., Inc. J.C.",,American,"J.C. Penney Co., Inc.",,American,,Manufacturer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Lucille Petry, 1946",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/155899,,,"wool, synthetic",4/1/2019 8:00:02 AM,1,1944,1944,1944,155899,Military Uniform,2009.300.120a–r,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,World War II|Nurses,Military uniform
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of  Arturo and Paul Peralta-Ramos, 1955",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/155912,,,silk,4/1/2019 8:00:02 AM,1,1928,ca. 1930,1932,155912,Teddy,2009.300.1220,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Undergarment,Teddy
Schnurer Carolyn,1908,"American, born New York, 1908–1998 Palm Beach, Florida",Carolyn Schnurer,1998,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Carolyn Schnurer, 1963",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/156003,,,synthetic,4/1/2019 8:00:02 AM,1,1949,1949–51,1951,156003,Bathing suit,2009.300.1302,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Bathing suit
"Worth, Jean-Philippe|Worth, House of",1856      |1858,"French, 1856–1926|French, 1858–1956",Jean-Philippe Worth|House of Worth,1926      |1956,French,,Designer|Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/156038,,,"silk, rhinestones",4/1/2019 8:00:02 AM,1,1907,1907–10,1910,156038,Evening dress,2009.300.1334,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Evening dress
"Penet Shoes, Inc.",,,"Penét Shoes, Inc.",,American,,Department Store,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Lewis Iselin Jr., 1960",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/156256,,,leather,4/1/2019 8:00:02 AM,1,1941,ca. 1943,1945,156256,Sandals,"2009.300.1530a, b",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Footwear,Sandals
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Harry K. Burt, 1940",Irish,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/156512,,,linen,4/1/2019 8:00:02 AM,1,1833,ca. 1835,1837,156512,Collar,2009.300.1761,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Collar
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. John S. Voorhees, 1957",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/156711,,,"feather, silk",4/1/2019 8:00:02 AM,1,1900,1900–1905,1905,156711,Collar,2009.300.1940,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Collar
Baron Jeanne,,French,Jeanne Baron,,French,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. William Ford Goulding, 1969",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/156939,,,wool,4/1/2019 8:00:02 AM,1,1936,ca. 1938,1940,156939,Hat,2009.300.2146,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Hats,Hat
"Saint Laurent Yves|Saint Laurent Yves, Paris",1936      |1961,"French (born Algeria) Oran 1936–2008 Paris|French, founded 1961","Yves Saint Laurent|Yves Saint Laurent, Paris",2008      |9999,French|French,,Designer|Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Youseff Rizkallah, 1986",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157018,,,silk,4/1/2019 8:00:02 AM,1,1973,ca. 1975,1977,157018,Necktie,2009.300.2217,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Necktie
James Charles,1906,"American, born Great Britain, 1906–1978",Charles James,1978,American,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Brooklyn Museum Collection",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157048,,,feathers,4/1/2019 8:00:02 AM,1,1935,1935–47,1947,157048,Fixed fan,2009.300.2244,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Fans,Fixed fan
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Randolph H. Nexsen, 1944",American,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/157159,,,"silk, wood, metal, ivory, leather",4/1/2019 8:00:02 AM,1,1823,ca. 1825,1827,157159,Umbrella,2009.300.2344,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Umbrella
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of the estate of Sarah B. Russell, 1956",American,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/157260,,,cotton,4/1/2019 8:00:02 AM,1,1893,ca. 1895,1897,157260,Dress,2009.300.2434a–d,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dress
"Lanvin, Jeanne|Lanvin, House of",1867      |1889,"French, 1867–1946|French, founded 1889",Jeanne Lanvin|House of Lanvin,1946      |9999,French|French,,Designer|Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Ogden Goelet, Peter Goelet, and Madison Clews, 1962",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157340,,,"silk, rhinestones, pearls",4/1/2019 8:00:02 AM,1,1926,fall/winter 1926,1926,157340,Robe de Style,2009.300.2506,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Robe de Style
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157415,,,metal,4/1/2019 8:00:02 AM,1,1933,ca. 1935,1937,157415,Evening belt,2009.300.2573,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Belts,Evening belt
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. William Ford Goulding, 1969",European,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/157429,,,"leather, silk, metal",4/1/2019 8:00:02 AM,1,1700,early 18th century,1750,157429,Belt,2009.300.2586,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Belt
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Stanley Mortimer, 1980",British,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157463,,,"silk, leather",4/1/2019 8:00:02 AM,1,1936,ca. 1938,1940,157463,Evening belt,2009.300.2617,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Belts,Evening belt
Hughes Ethel L. Wilson,,,Ethel L. Wilson Hughes,,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mr. and Mrs. Jeremiah R. Murphy in memory of Ethel Hughes, 1986",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157487,,,"silk, glass",4/1/2019 8:00:02 AM,1,1928,ca. 1930,1932,157487,Evening pouch,2009.300.2639,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Evening pouch
"Griffe, Jacques",1917,"French, 1917–1996",Jacques Griffe,1996,French,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Joseph McCrindle, 1960",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157775,,,wool,4/1/2019 8:00:02 AM,1,1951,ca. 1953,1955,157775,Ensemble,2009.300.289a–c,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Ensemble
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Antoine du Bourg de Bozas, 1961",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/157932,,,silk,4/1/2019 8:00:02 AM,1,1933,ca. 1935,1937,157932,Lingerie,2009.300.303a–c,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Lingerie
"Adrian, Gilbert",1903,"American, Naugatuck, Connecticut 1903–1959 Hollywood, California",Gilbert Adrian,1959,American,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Janet Gaynor Adrian, 1963",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/158111,,,silk,4/1/2019 8:00:02 AM,1,1942,ca. 1944,1946,158111,Dinner dress,2009.300.320,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dinner dress
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,Textiles-Woven|Textiles-Ecclesiastical,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Chester Dale, 1964",French,European Sculpture and Decorative Arts,"Length at CB (a): 39 1/2 in. (100.3 cm)
(b): 76 in. (193 cm)
(c): 30 in. (76.2 cm)",,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/158178,,,"Silk, metal",4/1/2019 8:00:02 AM,1,1726,second quarter 18th century,1750,158178,Vestment,2009.300.3260a–c,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Flowers|Leaves|Vestments,"Chasuble, stole and maniple"
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Peyton R. H. Washburn, 1942",British,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/158413,,,cotton,4/1/2019 8:00:02 AM,1,1820,1820,1820,158413,Pocket,2009.300.3472,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Pocket
,,,,,,,,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Margaret King Eddy, 1968",probably French,Costume Institute,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/158847,,,silk,4/1/2019 8:00:02 AM,1,1857,1857,1857,158847,Wedding Slippers,"2009.300.3863a, b",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Footwear,Wedding slippers
Figueroa Bernard|D'alojo,,,Bernard Figueroa|D'alojo,,,,Designer|Manufacturer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Bernard Figueroa, 1996",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/158901,,,"leather, plastic",4/1/2019 8:00:02 AM,1,1992,ca. 1994,1996,158901,Mules,"2009.300.3911a, b",,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Mules
"Turner, Jessie Franklin",1881,,Jessie Franklin Turner,1956,,,Designer,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Dorothy Liebes, 1966",American,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/158951,,,"wool, wood",4/1/2019 8:00:02 AM,1,1935,ca. 1937,1939,158951,Dress,2009.300.421,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Dresses,Dress
"Givenchy, Hubert de|Givenchy House of",1927      |1952,"French, Beauvais 1927–2018 Paris|French, founded 1952",Hubert de Givenchy|House of Givenchy,2018      |9999,French|French,,Designer|Design House,0,0,0,1,Man made material,0,Overall Collection,Unknown,,,,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Ethel Scull, 1979",French,Costume Institute,,,,,,,,,,FALSE,FALSE,http://www.metmuseum.org/art/collection/search/159072,,,wool,4/1/2019 8:00:02 AM,1,1964,1964,1964,159072,Coat,2009.300.530,,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,Coats,Coat
