"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository","Tags"
"57.122.427","False","True","228352","European Sculpture and Decorative Arts","Sampler","Sampler","Italian","","","","","","","","","","","","","","19th century","1800","1899","Silk and linen on linen","H. 8 1/4 x W. 11 inches
21 x 27.9 cm","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228352","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions|Palaces|Embroidery"
"57.122.465","False","True","228390","European Sculpture and Decorative Arts","Sampler","Sampler","German","","","","","","","","","","","","","","1829","1829","1829","Silk on wool canvas","H. 11 3/4 x W. 9 1/2 inches (29.8 x 24.1 cm)","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228390","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions"
"57.122.634","False","True","228557","European Sculpture and Decorative Arts","Sampler","Sampler","German","","","","","","","","","","","","","","1789","1789","1789","Silk on wool canvas","H. 11 1/4 x W. 9 1/2 inches (28.6 x 24.1 cm)","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228557","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions"
"57.122.658","False","True","228581","European Sculpture and Decorative Arts","Sampler","Sampler","German","","","","","","","","","","","","","","19th century","1800","1899","Wool on canvas","H. 43 1/4 x W. 3 7/8 inches
109.9 x 9.8 cm","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228581","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"57.122.733","False","True","228656","European Sculpture and Decorative Arts","Sampler","Sampler made at a charity school","British","","","","","","","","","","","","","","19th century","1800","1899","Silk embroidery on linen","H. 2 5/8 x W. 2 1/2 inches (6.7 x 6.4 cm)","From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/228656","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions"
"58.75.128","False","True","228723","European Sculpture and Decorative Arts","Screen panels","Trophies and birds","French, Paris","","","","","Manufactory|Designer|Designer","Probably after a design by|Possibly after a design by","Savonnerie Manufactory|Jean Baptiste Blain (or Blin) de Fontenay|Alexandre François Desportes","Manufactory, established 1626; Manufacture Royale, established 1663|1653–1715|French, Champigneulle 1661–1743 Paris","","Savonnerie Manufactory|Blain de Fontenay Jean Baptiste|Desportes, Alexandre François","French","1626      |1653      |1661      ","2050      |1715      |1743      ","1715–50","1715","1750","Wool (120 knots per sq. inch, 19 per sq. cm.)","Each panel: H. 108 x W. 26 inches (274.3 x 66 cm)","Gift of Samuel H. Kress Foundation, 1958","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/228723","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Birds|Flowers|Textiles|Trophies"
"59.25.8","False","True","228750","European Sculpture and Decorative Arts","Panel","Panel","French, Lyons","","","","","Manufactory","","Horace Verzier et Cie","","","Horace Verzier et Cie","","","","1855","1855","1855","Silk","H. 32 3/4 x W. 25 1/4 inches (83.2 x 64.1 cm)","Gift of Mrs. Elisa Parada de Migel, 1959","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/228750","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Inscriptions|George Washington|Napoleon III|Profiles|Coat of Arms"
"1976.282.2","False","True","229521","European Sculpture and Decorative Arts","Kerchief","Kerchief","British","","","","","","","","","","","","","","1860s","1860","1869","Silk","L. 35 x W. 33 inches
88.9 x 83.8 cm","Gift of Mrs. Fred Thompson, 1976","","","","","","","","","","","","Textiles-Printed","","http://www.metmuseum.org/art/collection/search/229521","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Clothing and Accessories"
"1979.311.1","False","True","229636","European Sculpture and Decorative Arts","Cap crown","Cap crown","Flemish","","","","","","","","","","","","","","mid-18th century","1730","1765","Bobbin lace, Brussels bobbin lace, point d'Angleterre, linen","L. 8 1/4 x W. 6 1/2 inches (21.0 x 16.5 cm)","Gift of Mrs. Donald P. Spence, in memory of her mother, Mrs. William Redmond Cross, 1979","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/229636","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Clothing and Accessories|Flowers|Lace"
"1984.200.33","False","False","229836","European Sculpture and Decorative Arts","Roundel","Small roundel","Armenian","","","","","","","","","","","","","","20th century","1900","1924","Cotton, needle lace","Diam.: 2 7/8 inches
7.3 cm","Gift of Ruth P. Hellmann, 1984","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/229836","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Flowers|Lace"
"1994.339.3","False","False","230005","European Sculpture and Decorative Arts","Handkerchief","Handkerchief","Belgian","","","","","","","","","","","","","","early 20th century","1900","1915","Needle lace, Point de Gaze, linen","L. 11 x W. 11 in. (27.9 x 27.9 cm.)","Gift of Mr. and Mrs. J. Richardson Dilworth, 1994","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/230005","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Clothing and Accessories|Flowers|Leaves"
"2002.494.79","False","True","230101","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","late 16th century","1585","1599","Silk","Overall: 17 1/2 x 9 5/8 in. (44.5 x 24.4 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Velvets","","http://www.metmuseum.org/art/collection/search/230101","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Textile Fragments"
"2002.494.119","False","True","230141","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","16th century","1500","1599","Silk","Overall: 4 5/8 x 7 3/4 in. (11.7 x 19.7 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Velvets","","http://www.metmuseum.org/art/collection/search/230141","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Textile Fragments"
"2002.494.160","False","True","230182","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","17th century","1600","1699","Silk","Overall: 25 x 8 7/8 in. (63.5 x 22.5 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Velvets","","http://www.metmuseum.org/art/collection/search/230182","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Flowers|Leaves"
"2002.494.206","False","True","230228","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","18th century","1700","1799","Silk","Overall: 8 3/4 x 6 3/4 in. (22.2 x 17.1 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/230228","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Flowers|Leaves"
"2002.494.232","False","True","230254","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","18th century","1700","1799","Silk","Overall: 18 1/4 x 8 1/8 in. (46.4 x 20.6 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/230254","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Flowers|Leaves"
"2002.494.301","False","True","230323","European Sculpture and Decorative Arts","Fragment","Fragment","French or Italian","","","","","","","","","","","","","","17th–18th century","1600","1799","Silk, metal thread","Overall: 5 3/4 x 12 1/8 in. (14.6 x 30.8 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/230323","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Birds|Flowers"
"2002.494.488","False","True","230510","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","early 17th century","1600","1615","Silk, metal thread","Overall: 5 1/2 x 11 in. (14 x 27.9 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/230510","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Textile Fragments"
"2002.494.584","False","True","230606","European Sculpture and Decorative Arts","Fragment","Fragment","possibly Italian","","","","","","","","","","","","","","17th century","1600","1699","Wool","Overall: 13 5/8 x 9 3/4 in. (34.6 x 24.8 cm)","Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002","","","","","","","","","","","","Textiles-Velvets","","http://www.metmuseum.org/art/collection/search/230606","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Textile Fragments"
"X.1.12","False","True","230797","European Sculpture and Decorative Arts","Fragment","Fragment","Italian","","","","","","","","","","","","","","early 17th century","1600","1615","Needle lace","L. 23 x W. 1 3/4 inches (58.4 x 4.4 cm)","Museum Accession","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/230797","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Lace"
"2003.412","False","True","230938","American Decorative Arts","Upholstery panel","Seat cover","Peruvian","","","","","","","","","","","","","","late 17th–early 18th century (?)","1685","1715","Tapestry weave, cotton warp and camelid hair, silver gilt, and silk weft","20 3/4 x 19 1/2 in. (52.5 x 49.5 cm.)","Purchase, Paul W. Doll Jr. and Payne Foundation Gifts, Gift of Estate of James Hazen Hyde, by exchange, and funds from various donors, 2003","Made in","","","","Peru","","","","","","","Textiles","","http://www.metmuseum.org/art/collection/search/230938","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Utilitarian Objects|Animals|Birds|Flowers"
"2004.83.1a, b","False","True","231006","European Sculpture and Decorative Arts","Door knocker","Door knocker","Italian, Venice","","","","","","","","","","","","","","late 16th century","1585","1599","Bronze","Overall (.1a confirmed): 13 1/4 × 12 1/8 × 3 1/8 in., 25 lb. (33.7 × 30.8 × 7.9 cm, 11.3 kg)","Gift of Eugene V. Thaw, 2004","","","","","","","","","","","","Metalwork-Bronze","","http://www.metmuseum.org/art/collection/search/231006","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Human Figures|Utilitarian Objects|Doves|Cartouches"
"24.214.6","False","True","231855","European Sculpture and Decorative Arts","Vase","Vase (vase Duplessis) (group of three)","French, Vincennes","","","","","Factory|Modeler","Attributed to","Vincennes Manufactory|Jean-Claude Duplessis","French, ca. 1740–1756|French, ca. 1695–1774, active 1748–74","","Vincennes Manufactory|Duplessis, Jean-Claude","French","1740      |1695      ","1756      |1774      ","ca. 1750","1745","1755","Soft-paste porcelain","Height: 7 1/16 in. (17.9 cm)","Gift of Mrs. Morris Hawkes, 1924","","","","","","","","","","","","Ceramics-Porcelain","","http://www.metmuseum.org/art/collection/search/231855","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Flowers|Leaves|Vases"
"35.145.20b","False","True","232232","European Sculpture and Decorative Arts","Upholstery panel","Armchair seat","French, Beauvais","","","","","Designer|Factory director|Factory|Factory director","woven under the direction of|and","Jean-Baptiste Oudry|Jean-Baptiste Oudry|Beauvais|André Charlemagne Charron","French, Paris 1686–1755 Beauvais|French, Paris 1686–1755 Beauvais|French, active 1754–80","","Oudry, Jean-Baptiste|Oudry, Jean-Baptiste|Beauvais|Charron, André Charlemagne","French|French|French","1686      |1686      |1754      ","1755      |1755      |1780      ","1754–56","1754","1756","Wool and silk","H. 34 x W. 35 in. (approx.) (86.4 x 88.9 cm)
","Gift of John D. Rockefeller Jr., 1935","","","","","","","","","","","","Textiles-Tapestries","","http://www.metmuseum.org/art/collection/search/232232","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Utilitarian Objects|Birds|Flowers|Plants"
"35.145.23a","False","True","232254","European Sculpture and Decorative Arts","Upholstery panel","Armchair back","French, Beauvais","","","","","Designer|Factory director|Factory|Factory director","woven under the direction of|and","Jean-Baptiste Oudry|Jean-Baptiste Oudry|Beauvais|André Charlemagne Charron","French, Paris 1686–1755 Beauvais|French, Paris 1686–1755 Beauvais|French, active 1754–80","","Oudry, Jean-Baptiste|Oudry, Jean-Baptiste|Beauvais|Charron, André Charlemagne","French|French|French","1686      |1686      |1754      ","1755      |1755      |1780      ","1754–56","1754","1756","Wool and silk","H. 29 x W. 24 in. (approx.) (73.7 x 61 cm)

","Gift of John D. Rockefeller Jr., 1935","","","","","","","","","","","","Textiles-Tapestries","","http://www.metmuseum.org/art/collection/search/232254","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Birds|Flowers|Leaves|Textiles"
"2006.470.35a, b","False","True","232364","European Sculpture and Decorative Arts","Chamber candlestick","Chamber candlestick","British, Birmingham","","","","","Maker","","Matthew Boulton","British, Birmingham 1728–1809 Birmingham","","Boulton, Matthew","British","1728      ","1809      ","1824–25","1824","1825","Silver","Overall: 2 1/8 × 5 1/8 in. (5.4 × 13 cm)","Gift of Louise and David Braver, 2006","","","","","","","","","","","","Metalwork-Silver","","http://www.metmuseum.org/art/collection/search/232364","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Candlesticks"
"2007.335","False","True","235657","European Sculpture and Decorative Arts","Chef modèle","La Poésie Légère","French","","","","","Artist|Founder","Cast by","James Pradier|Delafontaine Foundry","French, 1790–1852","","Pradier, James|Delafontaine Foundry","","1790      ","1852      ","mid-19th century","1830","1865","Bronze","Overall (confirmed): 14 3/16 × 6 1/2 × 5 in. (36 × 16.5 × 12.7 cm)","Gift of David and Constance Yates, in memory of Ruth Blumka, 2007","","","","","","","","","","","","Sculpture-Bronze","","http://www.metmuseum.org/art/collection/search/235657","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Female Nudes"
